word,DELMET,word_1,label_1,word_2,label_2,word_3,label_3,word_4,label_4,word_5,label_5,word_6,label_6,word_7,label_7,word_8,label_8,word_9,label_9,word_10,label_10,word_11,label_11,word_12,label_12,word_13,label_13,word_14,label_14,word_15,label_15,word_16,label_16,word_17,label_17,word_18,label_18,word_19,label_19,word_20,label_20,word_21,label_21,word_22,label_22,word_23,label_23,word_24,label_24,word_25,label_25
will,0.0,will,0,will,0,royal,0,will,0,make,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,for,0,behind,0,will,0,will,0,will,0,will,0,will,0
make,1.0,make,0,make,0,capital,0,make,0,money,0,make,0,make,1,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,his,0,coffin,0,make,0,make,0,make,0,make,0,make,0
money,0.0,money,0,money,1,Cetinje,0,money,0,for,0,money,0,money,0,money,1,money,1,money,1,money,0,money,0,money,0,money,0,money,1,money,0,money,1,money,0,backers,0,mountains,0,money,0,money,0,money,0,money,0,money,1
for,0.0,for,0,for,0,reburial,0,for,0,his,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,Then,0,old,0,for,0,for,0,for,0,for,0,for,0
his,0.0,his,0,his,0,monastery,0,his,0,backers,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,they,0,royal,0,his,0,his,0,his,0,his,0,his,0
backers,0.0,backers,0,backers,0,Just+as+so,0,backers,0,Then,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,formed,0,capital,0,backers,0,backers,0,backers,0,backers,0,backers,0
Then,0.0,Then,0,Then,0,Thomson,0,Then,0,they,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,a,0,Cetinje,0,Then,0,Then,0,Then,0,Then,0,Then,0
they,0.0,they,0,they,0,transferred,0,they,0,formed,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,slow,0,reburial,0,they,0,they,0,they,0,they,0,they,0
formed,0.0,formed,0,formed,0,Stein,0,formed,0,a,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,procession,0,monastery,0,formed,0,formed,0,formed,0,formed,0,formed,0
a,0.0,a,0,a,0,literary,0,a,0,slow,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,behind,0,there,0,a,0,a,0,a,0,a,0,a,0
slow,0.0,slow,0,slow,0,abstraction,0,slow,0,procession,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,the,0,Just+as+so,0,slow,0,slow,0,slow,0,slow,0,slow,0
procession,0.0,procession,1,procession,0,music,0,procession,0,behind,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,1,procession,0,procession,1,procession,0,procession,0,procession,0,procession,1,coffin,0,Thomson,0,procession,0,procession,1,procession,0,procession,1,procession,1
behind,0.0,behind,0,behind,0,life,1,behind,0,the,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,into,0,transferred,1,behind,0,behind,0,behind,0,behind,0,behind,0
the,0.0,the,0,the,0,from,0,the,0,coffin,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,Stein,0,the,0,the,0,the,0,the,0,the,0
coffin,0.0,coffin,0,coffin,0,sitter,0,coffin,0,into,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,mountains,0,literary,1,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0
into,0.0,into,0,into,0,drawing,0,into,0,the,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,to,0,abstraction,1,into,0,into,0,into,0,into,0,into,0
the,0.0,the,0,the,0,technique,0,the,0,mountains,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,music,0,the,0,the,0,the,0,the,0,the,0
mountains,0.0,mountains,0,mountains,0,painter,0,mountains,0,to,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,old,0,life,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0
to,0.0,to,0,to,0,employ,0,to,0,the,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,royal,0,from,0,to,0,to,0,to,0,to,0,to,0
the,0.0,the,0,the,0,portraits,0,the,0,old,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,capital,0,sitter,0,the,0,the,0,the,0,the,0,the,0
old,0.0,old,0,old,0,these,0,old,0,royal,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,of,0,drawing,0,old,0,old,0,old,0,old,0,old,0
royal,0.0,royal,0,royal,0,unusually,0,royal,0,capital,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,Cetinje,0,technique,0,royal,0,royal,0,royal,1,royal,0,royal,0
capital,0.0,capital,0,capital,0,ideal,0,capital,0,of,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,for,0,painter,0,capital,0,capital,0,capital,0,capital,0,capital,0
of,0.0,of,0,of,0,combination,0,of,0,Cetinje,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,his,0,employ,1,of,0,of,0,of,0,of,0,of,0
Cetinje,0.0,Cetinje,0,Cetinje,0,Thomson,0,Cetinje,0,for,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,reburial,0,portraits,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0
for,0.0,for,0,for,0,habit,0,for,0,his,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,in,0,these,0,for,0,for,0,for,0,for,0,for,0
his,0.0,his,0,his,0,immediate,0,his,0,reburial,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,the,0,unusually,0,his,0,his,0,his,0,his,0,his,0
reburial,0.0,reburial,0,reburial,0,response,0,reburial,0,in,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,monastery,0,the,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0
in,0.0,in,0,in,0,actual,0,in,0,the,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,there,0,of,0,in,0,in,0,in,0,in,0,in,0
the,0.0,the,0,the,0,subject,0,the,0,monastery,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,Just+as+so,0,the,0,the,0,the,0,the,0,the,0,the,0
monastery,0.0,monastery,0,monastery,0,cases,0,monastery,0,there,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,Thomson,0,an,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0
there,0.0,there,0,there,0,Labour,0,there,0,Just+as+so,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,transferred,0,ideal,1,there,0,there,0,there,0,there,0,there,0
Just+as+so,0.0,Just+as+so,0,Just+as+so,0,quangos,0,Just+as+so,0,Thomson,0,Just+as+so,0,Just,0,Just+as+so,0,actual subject,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Stein,0,combination,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0
Thomson,0.0,Thomson,0,Thomson,0,merge,0,Thomson,0,transferred,0,Thomson,0,as,0,Thomson,0,Just+as+so,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,literary,0,of,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0
transferred,1.0,transferred,0,transferred,0,existing,0,transferred,0,Stein,0,transferred,0,so,0,transferred,0,Thomson,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,abstraction,0,Thomson,0,transferred,0,transferred,0,transferred,1,transferred,0,transferred,1
Stein,0.0,Stein,0,Stein,0,replace,0,Stein,0,literary,0,Stein,0,Thomson,0,Stein,0,transferred,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,to,0,habit,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0
literary,0.0,literary,0,literary,0,well-established,0,literary,0,abstraction,0,literary,0,transferred,0,literary,0,Stein,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,music,0,of,0,literary,0,literary,0,literary,0,literary,0,literary,0
abstraction,0.0,abstraction,0,abstraction,0,bodies,0,abstraction,0,to,0,abstraction,0,Stein,0,abstraction,0,literary,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,1,abstraction,1,abstraction,0,abstraction,0,life,0,immediate,1,abstraction,1,abstraction,1,abstraction,0,abstraction,0,abstraction,1
to,1.0,to,0,to,0,success,1,to,0,music,0,to,0,literary,0,to,0,abstraction,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,from,0,response,0,to,0,to,0,to,0,to,0,to,0
music,0.0,music,0,music,0,Ahlbergs,0,music,0,life,0,music,0,abstraction,0,music,0,to,0,music,0,music,0,music,0,music,0,music,0,music,1,music,0,music,0,music,0,sitter,0,with,0,music,0,music,0,music,0,music,0,music,0
life,2.0,life,0,life,1,working,0,life,0,from,0,life,0,to,0,life,1,music,0,life,0,life,0,life,0,life,0,life,1,life,0,life,0,life,0,life,0,drawing,0,an,0,life,0,life,0,life,0,life,0,life,0
from,2.0,from,0,from,0,relationship,0,from,0,sitter,0,from,0,music,0,from,0,life,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,technique,0,actual,0,from,0,from,0,from,0,from,0,from,0
sitter,2.0,sitter,0,sitter,0,must,0,sitter,0,drawing,0,sitter,0,life,0,sitter,0,from,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,painter,0,subject,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0
drawing,2.0,drawing,0,drawing,0,lot,1,drawing,0,technique,0,drawing,0,from,0,drawing,0,sitter,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,employ,0,In,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0
technique,2.0,technique,0,technique,0,long,0,technique,0,painter,0,technique,0,sitter,0,technique,0,drawing,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,portraits,0,some,0,technique,0,technique,0,technique,0,technique,0,technique,0
painter,2.0,painter,0,painter,0,happy,1,painter,0,employ,0,painter,0,drawing,0,painter,0,technique,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,these,0,cases,0,painter,0,painter,0,painter,0,painter,0,painter,0
employ,2.0,employ,0,employ,0,marriage,0,employ,0,portraits,0,employ,0,technique,0,employ,0,painter,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,unusually,0,Labour,0,employ,0,employ,0,employ,0,employ,0,employ,0
portraits,2.0,portraits,0,portraits,0,see,0,portraits,0,these,0,portraits,0,painter,0,portraits,0,employ,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,the,0,quangos,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0
these,2.0,these,0,these,0,themselves,0,these,0,unusually,0,these,0,employ,0,these,0,portraits,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,of,0,merge,0,these,0,these,0,these,0,these,0,these,0
unusually,0.0,unusually,0,unusually,0,author,0,unusually,0,the,0,unusually,0,portraits,0,unusually,0,these,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,the,0,existing,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0
the,0.0,the,0,the,0,illustrator,0,the,0,of,0,the,0,these,0,the,0,unusually,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,an,0,ones,0,the,0,the,0,the,0,the,0,the,0
of,0.0,of,0,of,0,separate,0,of,0,the,0,of,0,unusually,0,of,0,the,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,ideal,0,or,0,of,0,of,0,of,0,of,0,of,0
the,0.0,the,0,the,0,roles,0,the,0,an,0,the,0,the,0,the,0,of,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,combination,0,replace,0,the,0,the,0,the,0,the,0,the,0
an,0.0,an,0,an,0,partnership,0,an,0,ideal,0,an,0,of,0,an,0,the,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,of,0,well-established,1,an,0,an,0,an,0,an,0,an,0
ideal,0.0,ideal,0,ideal,0,book-makers,0,ideal,0,combination,0,ideal,0,the,0,ideal,0,an,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,1,ideal,0,Thomson,0,bodies,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0
combination,0.0,combination,0,combination,0,contributing,0,combination,0,of,0,combination,0,an,0,combination,0,ideal,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,habit,0,The,0,combination,1,combination,0,combination,0,combination,0,combination,0
of,0.0,of,0,of,0,equally,0,of,0,Thomson,0,of,0,ideal,0,of,0,combination,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,success,0,of,0,of,0,of,0,of,0,of,0
Thomson,0.0,Thomson,0,Thomson,0,process,0,Thomson,0,habit,0,Thomson,0,combination,0,Thomson,0,of,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,immediate,0,of,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0
habit,1.0,habit,0,habit,0,holding,0,habit,0,of,0,habit,0,of,0,habit,0,Thomson,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,response,0,the,0,habit,0,habit,0,habit,0,habit,0,habit,0
of,0.0,of,0,of,0,open,0,of,0,immediate,0,of,0,Thomson,0,of,0,habit,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,with,0,Ahlbergs,0,of,0,of,0,of,0,of,0,of,0
immediate,1.0,immediate,0,immediate,0,meetings,0,immediate,0,response,0,immediate,0,habit,0,immediate,0,of,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,an,0,working,1,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0
response,1.0,response,0,response,0,children,0,response,0,with,0,response,0,of,0,response,0,immediate,0,response,0,response,0,response,0,response,0,response,0,response,0,response,0,response,0,response,0,actual,0,relationship,1,response,1,response,0,response,0,response,0,response,1
with,1.0,with,0,with,0,having,0,with,0,an,0,with,0,immediate,0,with,0,response,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,subject,0,must,0,with,0,with,0,with,0,with,0,with,0
an,0.0,an,0,an,0,telecottage,0,an,0,actual,0,an,0,response,0,an,0,with,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,In,0,have,0,an,0,an,0,an,0,an,0,an,0
actual,0.0,actual,0,actual,0,above,0,actual,0,subject,0,actual,0,with,0,actual,0,an,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,some,0,a,0,actual,0,actual,0,actual,0,actual,0,actual,0
subject,1.0,subject,0,subject,0,local,0,subject,0,In,0,subject,0,an,0,subject,0,actual,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,cases,0,lot,1,subject,0,subject,0,subject,0,subject,0,subject,0
In,1.0,In,0,In,0,store,0,In,0,some,0,In,0,actual,0,In,0,subject,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,Labour,0,to,0,In,0,In,0,In,0,In,0,In,0
some,0.0,some,0,some,0,people,0,some,0,cases,0,some,0,subject,0,some,0,In,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,quangos,0,do,0,some,0,some,0,some,0,some,0,some,0
cases,0.0,cases,0,cases,0,walks,1,cases,0,Labour,0,cases,0,In,0,cases,0,some,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,merge,0,with,0,cases,0,cases,0,cases,0,cases,0,cases,0
Labour,0.0,Labour,0,Labour,0,life,1,Labour,0,quangos,0,Labour,0,some,0,Labour,0,cases,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,existing,0,their,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0
quangos,0.0,quangos,0,quangos,0,came+in,0,quangos,0,merge,0,quangos,1,cases,0,quangos,0,Labour,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,ones,0,long,0,quangos,0,quangos,0,quangos,1,quangos,0,quangos,0
merge,1.0,merge,0,merge,0,small-scale,0,merge,0,existing,0,merge,0,Labour,0,merge,0,quangos,0,merge,0,merge,0,merge,0,merge,0,merge,1,merge,0,merge,0,merge,0,merge,0,or,0,and,0,merge,0,merge,0,merge,1,merge,0,merge,1
existing,0.0,existing,0,existing,0,entrepreneurs,0,existing,0,ones,0,existing,0,quangos,0,existing,0,merge,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,replace,0,happy,1,existing,0,existing,0,existing,0,existing,0,existing,0
ones,0.0,ones,0,ones,0,spouses,0,ones,0,or,0,ones,0,merge,1,ones,0,existing,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,well-established,0,marriage,0,ones,0,ones,0,ones,0,ones,0,ones,0
or,0.0,or,0,or,0,shop+assistants,0,or,0,replace,0,or,0,existing,0,or,0,ones,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,bodies,0,They,0,or,0,or,0,or,0,or,0,or,0
replace,1.0,replace,0,replace,0,craftspeople,0,replace,0,well-established,0,replace,0,ones,0,replace,0,or,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,The,0,see,0,replace,0,replace,0,replace,1,replace,0,replace,0
well-established,0.0,well-established,0,well-established,0,children,0,well-established,0,bodies,0,well-established,0,or,0,well-established,0,replace,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,success,0,themselves,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0
bodies,1.0,bodies,0,bodies,0,As+if,0,bodies,0,The,0,bodies,0,replace,1,bodies,0,well-established,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,of,0,not,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0
The,0.0,The,0,The,0,24-17,0,The,0,success,0,The,0,well-established,0,The,0,bodies,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,the,0,as,0,The,0,The,0,The,0,The,0,The,0
success,0.0,success,0,success,0,derisive,0,success,0,of,0,success,0,bodies,0,success,1,The,0,success,0,success,0,success,0,success,0,success,1,success,0,success,0,success,1,success,1,Ahlbergs,0,author,0,success,0,success,0,success,0,success,0,success,0
of,0.0,of,0,of,0,chants,0,of,0,the,0,of,0,The,0,of,0,success,1,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,working,0,and,0,of,0,of,0,of,0,of,0,of,0
the,0.0,the,0,the,0,Easy,0,the,0,Ahlbergs,0,the,0,success,0,the,0,of,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,relationship,1,illustrator,0,the,0,the,0,the,0,the,0,the,0
Ahlbergs,0.0,Ahlbergs,0,Ahlbergs,0,easy,0,Ahlbergs,0,working,0,Ahlbergs,0,of,0,Ahlbergs,0,the,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,must,0,with,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0
working,0.0,working,0,working,1,bad,1,working,0,relationship,0,working,0,the,0,working,0,Ahlbergs,0,working,0,working,0,working,0,working,0,working,0,working,1,working,0,working,0,working,0,have,0,separate,0,working,0,working,0,working,1,working,0,working,0
relationship,0.0,relationship,0,relationship,0,enough,0,relationship,0,must,0,relationship,0,Ahlbergs,0,relationship,0,working,0,relationship,0,relationship,0,relationship,0,relationship,1,relationship,1,relationship,0,relationship,0,relationship,0,relationship,0,a,0,roles,0,relationship,1,relationship,0,relationship,0,relationship,0,relationship,0
must,0.0,must,0,must,0,humiliation,0,must,0,have,0,must,0,working,1,must,0,relationship,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,lot,0,but,0,must,0,must,0,must,0,must,0,must,0
have,0.0,have,0,have,0,side,0,have,0,a,0,have,0,relationship,0,have,0,must,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,to,0,as,0,have,0,have,0,have,0,have,0,have,0
a,0.0,a,0,a,0,made,0,a,0,lot,0,a,0,must,0,a,0,have,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,do,0,a,0,a,0,a,0,a,0,a,0,a,0
lot,0.0,lot,0,lot,0,wretched,0,lot,0,to,0,lot,0,have,0,lot,0,a,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,with,0,partnership,1,lot,0,lot,0,lot,0,lot,0,lot,0
to,0.0,to,0,to,0,start,0,to,0,do,0,to,0,a,0,to,0,lot,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,their,0,of,0,to,0,to,0,to,0,to,0,to,0
do,0.0,do,0,do,0,season,0,do,0,with,0,do,0,lot,0,do,0,to,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,long,0,book-makers,0,do,0,do,0,do,0,do,0,do,0
with,1.0,with,0,with,0,week,0,with,0,their,0,with,0,to,0,with,0,do,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,and,0,contributing,0,with,0,with,0,with,0,with,0,with,0
their,0.0,their,0,their,0,earlier,0,their,0,long,0,their,0,do,0,their,0,with,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,happy,0,equally,0,their,0,their,0,their,0,their,0,their,0
long,1.0,long,0,long,0,Pontypool,0,long,0,and,0,long,0,with,0,long,0,their,0,long,1,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,marriage,0,to,0,long,0,long,0,long,0,long,0,long,0
and,0.0,and,0,and,0,going-over,0,and,0,happy,0,and,0,their,0,and,0,long,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,They,0,the,0,and,0,and,0,and,0,and,0,and,0
